report_id,company_name,isin,reported_at,pdf_path,pages_path,blocks_path,year_month,DATE,SYMBOL,COMPANY_NAME,TICKER,SECTOR,MOMENTUM,VALUE,SIZE,BETA,SEDOL,ISIN,RETURNS,report_type
o_cXPsHPq5IqQroVxRUomwTO,REGENERON PHARMACEUTICALS INC,US75886F1075,2024-11-19,data/reports/REGENERON_PHARMACEUTICALS_INC/o_cXPsHPq5IqQroVxRUomwTO_file.pdf,data/reports/REGENERON_PHARMACEUTICALS_INC/o_cXPsHPq5IqQroVxRUomwTO_pages.txt,data/reports/REGENERON_PHARMACEUTICALS_INC/o_cXPsHPq5IqQroVxRUomwTO_blocks.txt,2024-11,2024-11-29,75886F10,"Regeneron Pharmaceuticals, Inc.",REGN,Health Care,14.6848,0.864,11.3258650535668,1.29543,2730190,US75886F1075,-0.104963,Event/Other
o_e8VXsHbl3evq9PnZqPOYbo,REGENERON PHARMACEUTICALS INC,US75886F1075,2024-06-11,data/reports/REGENERON_PHARMACEUTICALS_INC/o_e8VXsHbl3evq9PnZqPOYbo_file.pdf,data/reports/REGENERON_PHARMACEUTICALS_INC/o_e8VXsHbl3evq9PnZqPOYbo_pages.txt,data/reports/REGENERON_PHARMACEUTICALS_INC/o_e8VXsHbl3evq9PnZqPOYbo_blocks.txt,2024-06,2024-06-28,75886F10,"Regeneron Pharmaceuticals, Inc.",REGN,Health Care,39.0169,0.007,11.6593648327073,0.531533,2730190,US75886F1075,0.0723046,Event/Other
o_fQTIGsxFQO4sYCsBHsTJeg,REGENERON PHARMACEUTICALS INC,US75886F1075,2024-11-19,data/reports/REGENERON_PHARMACEUTICALS_INC/o_fQTIGsxFQO4sYCsBHsTJeg_file.pdf,data/reports/REGENERON_PHARMACEUTICALS_INC/o_fQTIGsxFQO4sYCsBHsTJeg_pages.txt,data/reports/REGENERON_PHARMACEUTICALS_INC/o_fQTIGsxFQO4sYCsBHsTJeg_blocks.txt,2024-11,2024-11-29,75886F10,"Regeneron Pharmaceuticals, Inc.",REGN,Health Care,14.6848,0.864,11.3258650535668,1.29543,2730190,US75886F1075,-0.104963,Event/Other
o_hg3oOKXRFoFRSI5hy3nWni,REGENERON PHARMACEUTICALS INC,US75886F1075,2024-09-05,data/reports/REGENERON_PHARMACEUTICALS_INC/o_hg3oOKXRFoFRSI5hy3nWni_file.pdf,data/reports/REGENERON_PHARMACEUTICALS_INC/o_hg3oOKXRFoFRSI5hy3nWni_pages.txt,data/reports/REGENERON_PHARMACEUTICALS_INC/o_hg3oOKXRFoFRSI5hy3nWni_blocks.txt,2024-09,2024-09-30,75886F10,"Regeneron Pharmaceuticals, Inc.",REGN,Health Care,43.9547,0.133,11.652013744274,0.950424,2730190,US75886F1075,-0.112645,Event/Other
o_03qujRE6YDJjyoun8DfxJK,COMCAST CORP,US20030N1019,2023-01-26,data/reports/COMCAST_CORP/o_03qujRE6YDJjyoun8DfxJK_file.pdf,data/reports/COMCAST_CORP/o_03qujRE6YDJjyoun8DfxJK_pages.txt,data/reports/COMCAST_CORP/o_03qujRE6YDJjyoun8DfxJK_blocks.txt,2023-01,2023-01-31,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,-28.5575,0.91,12.0163520957363,1.21358,2044545,US20030N1019,0.133791,Earnings
o_3JpckqUZ4bnf52gEo8sWhx,COMCAST CORP,US20030N1019,2023-09-14,data/reports/COMCAST_CORP/o_3JpckqUZ4bnf52gEo8sWhx_file.pdf,data/reports/COMCAST_CORP/o_3JpckqUZ4bnf52gEo8sWhx_pages.txt,data/reports/COMCAST_CORP/o_3JpckqUZ4bnf52gEo8sWhx_blocks.txt,2023-09,2023-09-29,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,58.5394,0.709,12.1284000473873,1.56494,2044545,US20030N1019,-0.0517536,Event/Other
o_3stYXIcv3tEEpzFuTNBc5g,COMCAST CORP,US20030N1019,2024-01-25,data/reports/COMCAST_CORP/o_3stYXIcv3tEEpzFuTNBc5g_file.pdf,data/reports/COMCAST_CORP/o_3stYXIcv3tEEpzFuTNBc5g_pages.txt,data/reports/COMCAST_CORP/o_3stYXIcv3tEEpzFuTNBc5g_blocks.txt,2024-01,2024-01-31,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,13.8259,1.152,12.1296620985562,0.98298,2044545,US20030N1019,0.0683936,Earnings
o_4pDWT2zmFI9bmMtyC8ePsp,AGILENT TECHNOLOGIES INC,US00846U1016,2023-02-28,data/reports/AGILENT_TECHNOLOGIES_INC/o_4pDWT2zmFI9bmMtyC8ePsp_file.pdf,data/reports/AGILENT_TECHNOLOGIES_INC/o_4pDWT2zmFI9bmMtyC8ePsp_pages.txt,data/reports/AGILENT_TECHNOLOGIES_INC/o_4pDWT2zmFI9bmMtyC8ePsp_blocks.txt,2023-02,2023-02-28,00846U10,"Agilent Technologies, Inc.",A,Health Care,20.2071,-0.644,10.6476965495408,1.11592,2520153,US00846U1016,-0.0664782,Annual
o_6DMZ2hCAKPlLtyxQtH9bDy,AGILENT TECHNOLOGIES INC,US00846U1016,2023-05-23,data/reports/AGILENT_TECHNOLOGIES_INC/o_6DMZ2hCAKPlLtyxQtH9bDy_file.pdf,data/reports/AGILENT_TECHNOLOGIES_INC/o_6DMZ2hCAKPlLtyxQtH9bDy_pages.txt,data/reports/AGILENT_TECHNOLOGIES_INC/o_6DMZ2hCAKPlLtyxQtH9bDy_blocks.txt,2023-05,2023-05-31,00846U10,"Agilent Technologies, Inc.",A,Health Care,6.86769,-0.315,10.4566424206953,1.01548,2520153,US00846U1016,-0.145906,Earnings
o_6Rx8LUSHToaQOBtaygQao7,AGILENT TECHNOLOGIES INC,US00846U1016,2023-02-28,data/reports/AGILENT_TECHNOLOGIES_INC/o_6Rx8LUSHToaQOBtaygQao7_file.pdf,data/reports/AGILENT_TECHNOLOGIES_INC/o_6Rx8LUSHToaQOBtaygQao7_pages.txt,data/reports/AGILENT_TECHNOLOGIES_INC/o_6Rx8LUSHToaQOBtaygQao7_blocks.txt,2023-02,2023-02-28,00846U10,"Agilent Technologies, Inc.",A,Health Care,20.2071,-0.644,10.6476965495408,1.11592,2520153,US00846U1016,-0.0664782,Earnings
o_8F75AIiAkKCx2RWAwFepou,J M SMUCKER CO,US8326964058,2023-02-22,data/reports/J_M_SMUCKER_CO/o_8F75AIiAkKCx2RWAwFepou_file.pdf,data/reports/J_M_SMUCKER_CO/o_8F75AIiAkKCx2RWAwFepou_pages.txt,data/reports/J_M_SMUCKER_CO/o_8F75AIiAkKCx2RWAwFepou_blocks.txt,2023-02,2023-02-28,83269640,J.M. Smucker Company,SJM,Consumer Staples,13.7361,0.718,9.6670396197502,0.139433,2951452,US8326964058,-0.0253754,Event/Other
o_9f9L9O2pJhVjcMJyPQ9XZ3,AGILENT TECHNOLOGIES INC,US00846U1016,2023-08-15,data/reports/AGILENT_TECHNOLOGIES_INC/o_9f9L9O2pJhVjcMJyPQ9XZ3_file.pdf,data/reports/AGILENT_TECHNOLOGIES_INC/o_9f9L9O2pJhVjcMJyPQ9XZ3_pages.txt,data/reports/AGILENT_TECHNOLOGIES_INC/o_9f9L9O2pJhVjcMJyPQ9XZ3_blocks.txt,2023-08,2023-08-31,00846U10,"Agilent Technologies, Inc.",A,Health Care,-4.41791,-0.317,10.497827866825,0.921493,2520153,US00846U1016,-0.00574851,Earnings
o_aGgq9B9i2RSnaMWMDLllKQ,COMCAST CORP,US20030N1019,2024-05-14,data/reports/COMCAST_CORP/o_aGgq9B9i2RSnaMWMDLllKQ_file.pdf,data/reports/COMCAST_CORP/o_aGgq9B9i2RSnaMWMDLllKQ_pages.txt,data/reports/COMCAST_CORP/o_aGgq9B9i2RSnaMWMDLllKQ_blocks.txt,2024-05,2024-05-31,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,-0.443107,1.862,11.9349942266029,0.805471,2044545,US20030N1019,0.0503805,Event/Other
o_bukZmqpSq75YKxXlQ9WRtV,COMCAST CORP,US20030N1019,2024-05-21,data/reports/COMCAST_CORP/o_bukZmqpSq75YKxXlQ9WRtV_file.pdf,data/reports/COMCAST_CORP/o_bukZmqpSq75YKxXlQ9WRtV_pages.txt,data/reports/COMCAST_CORP/o_bukZmqpSq75YKxXlQ9WRtV_blocks.txt,2024-05,2024-05-31,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,-0.443107,1.862,11.9349942266029,0.805471,2044545,US20030N1019,0.0503805,Event/Other
o_ce6Ty3k6JPesU6eWmALak9,COMCAST CORP,US20030N1019,2023-05-23,data/reports/COMCAST_CORP/o_ce6Ty3k6JPesU6eWmALak9_file.pdf,data/reports/COMCAST_CORP/o_ce6Ty3k6JPesU6eWmALak9_pages.txt,data/reports/COMCAST_CORP/o_ce6Ty3k6JPesU6eWmALak9_blocks.txt,2023-05,2023-05-31,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,-3.66473,0.874,12.0030458390004,1.23999,2044545,US20030N1019,-0.0488276,Event/Other
o_dN9vZccfP5DjEQmLDjRzqP,AGILENT TECHNOLOGIES INC,US00846U1016,2023-11-20,data/reports/AGILENT_TECHNOLOGIES_INC/o_dN9vZccfP5DjEQmLDjRzqP_file.pdf,data/reports/AGILENT_TECHNOLOGIES_INC/o_dN9vZccfP5DjEQmLDjRzqP_pages.txt,data/reports/AGILENT_TECHNOLOGIES_INC/o_dN9vZccfP5DjEQmLDjRzqP_blocks.txt,2023-11,2023-11-30,00846U10,"Agilent Technologies, Inc.",A,Health Care,-34.2601,-0.41,10.52758498549,1.5106,2520153,US00846U1016,0.236336,Earnings
o_dUZvK5nkVohQhi7ZuCgHXV,COMCAST CORP,US20030N1019,2023-02-27,data/reports/COMCAST_CORP/o_dUZvK5nkVohQhi7ZuCgHXV_file.pdf,data/reports/COMCAST_CORP/o_dUZvK5nkVohQhi7ZuCgHXV_pages.txt,data/reports/COMCAST_CORP/o_dUZvK5nkVohQhi7ZuCgHXV_blocks.txt,2023-02,2023-02-28,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,-12.8537,0.985,11.9669882889901,1.27428,2044545,US20030N1019,-0.0554003,Event/Other
o_eMlarkkUAz4Ivj8BIpAL3z,AGILENT TECHNOLOGIES INC,US00846U1016,2023-08-15,data/reports/AGILENT_TECHNOLOGIES_INC/o_eMlarkkUAz4Ivj8BIpAL3z_file.pdf,data/reports/AGILENT_TECHNOLOGIES_INC/o_eMlarkkUAz4Ivj8BIpAL3z_pages.txt,data/reports/AGILENT_TECHNOLOGIES_INC/o_eMlarkkUAz4Ivj8BIpAL3z_blocks.txt,2023-08,2023-08-31,00846U10,"Agilent Technologies, Inc.",A,Health Care,-4.41791,-0.317,10.497827866825,0.921493,2520153,US00846U1016,-0.00574851,Earnings
o_f2aH9gkouQToRhnSnAQkpj,COMCAST CORP,US20030N1019,2024-03-06,data/reports/COMCAST_CORP/o_f2aH9gkouQToRhnSnAQkpj_file.pdf,data/reports/COMCAST_CORP/o_f2aH9gkouQToRhnSnAQkpj_pages.txt,data/reports/COMCAST_CORP/o_f2aH9gkouQToRhnSnAQkpj_blocks.txt,2024-03,2024-03-28,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,18.9025,1.605,12.0498158305342,0.475321,2044545,US20030N1019,0.0116686,Event/Other
o_fRmQiUAznkF2eyHzRUfchP,AGILENT TECHNOLOGIES INC,US00846U1016,2023-05-23,data/reports/AGILENT_TECHNOLOGIES_INC/o_fRmQiUAznkF2eyHzRUfchP_file.pdf,data/reports/AGILENT_TECHNOLOGIES_INC/o_fRmQiUAznkF2eyHzRUfchP_pages.txt,data/reports/AGILENT_TECHNOLOGIES_INC/o_fRmQiUAznkF2eyHzRUfchP_blocks.txt,2023-05,2023-05-31,00846U10,"Agilent Technologies, Inc.",A,Health Care,6.86769,-0.315,10.4566424206953,1.01548,2520153,US00846U1016,-0.145906,Financing/Legal
o_frCmBLyszAcl5v6f7eYFCR,COMCAST CORP,US20030N1019,2024-09-05,data/reports/COMCAST_CORP/o_frCmBLyszAcl5v6f7eYFCR_file.pdf,data/reports/COMCAST_CORP/o_frCmBLyszAcl5v6f7eYFCR_pages.txt,data/reports/COMCAST_CORP/o_frCmBLyszAcl5v6f7eYFCR_blocks.txt,2024-09,2024-09-30,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,-8.15281,1.891,11.9907171897353,0.731818,2044545,US20030N1019,0.0555977,Event/Other
o_hjWVq6mab8gbFOv9gpJPYK,COMCAST CORP,US20030N1019,2024-04-25,data/reports/COMCAST_CORP/o_hjWVq6mab8gbFOv9gpJPYK_file.pdf,data/reports/COMCAST_CORP/o_hjWVq6mab8gbFOv9gpJPYK_pages.txt,data/reports/COMCAST_CORP/o_hjWVq6mab8gbFOv9gpJPYK_blocks.txt,2024-04,2024-04-30,20030N10,Comcast Corporation Class A,CMCSA,Communication Services,6.92334,1.784,11.9344795467554,0.757051,2044545,US20030N1019,-0.114358,Earnings
o_0w4PKOy9U5EvmCqHOF4TXG,VERIZON COMMUNICATIONS INC,US92343V1044,2023-01-24,data/reports/VERIZON_COMMUNICATIONS_INC/o_0w4PKOy9U5EvmCqHOF4TXG_file.pdf,data/reports/VERIZON_COMMUNICATIONS_INC/o_0w4PKOy9U5EvmCqHOF4TXG_pages.txt,data/reports/VERIZON_COMMUNICATIONS_INC/o_0w4PKOy9U5EvmCqHOF4TXG_blocks.txt,2023-01,2023-01-31,92343V10,Verizon Communications Inc.,VZ,Communication Services,-22.8285,1.423,12.0575871403562,0.265877,2090571,US92343V1044,0.0717171,Earnings
o_5NaCqyHo4s5kyUH9GoEvD5,VERIZON COMMUNICATIONS INC,US92343V1044,2024-07-22,data/reports/VERIZON_COMMUNICATIONS_INC/o_5NaCqyHo4s5kyUH9GoEvD5_file.pdf,data/reports/VERIZON_COMMUNICATIONS_INC/o_5NaCqyHo4s5kyUH9GoEvD5_pages.txt,data/reports/VERIZON_COMMUNICATIONS_INC/o_5NaCqyHo4s5kyUH9GoEvD5_blocks.txt,2024-07,2024-07-31,92343V10,Verizon Communications Inc.,VZ,Communication Services,27.7707,1.958,12.0349828878766,0.383903,2090571,US92343V1044,-0.00155354,Earnings
o_69S7HvxXhBoItjUoBCHYs3,VERIZON COMMUNICATIONS INC,US92343V1044,2023-04-25,data/reports/VERIZON_COMMUNICATIONS_INC/o_69S7HvxXhBoItjUoBCHYs3_file.pdf,data/reports/VERIZON_COMMUNICATIONS_INC/o_69S7HvxXhBoItjUoBCHYs3_pages.txt,data/reports/VERIZON_COMMUNICATIONS_INC/o_69S7HvxXhBoItjUoBCHYs3_blocks.txt,2023-04,2023-04-28,92343V10,Verizon Communications Inc.,VZ,Communication Services,-17.8502,1.477,12.0009744071505,0.401125,2090571,US92343V1044,0.0149591999999999,Earnings
o_6DuitPQURx7nmiVBsulUWA,ATI INC,US01741R1023,2023-08-02,data/reports/ATI_INC/o_6DuitPQURx7nmiVBsulUWA_file.pdf,data/reports/ATI_INC/o_6DuitPQURx7nmiVBsulUWA_pages.txt,data/reports/ATI_INC/o_6DuitPQURx7nmiVBsulUWA_blocks.txt,2023-08,2023-08-31,01741R10,ATI Inc.,ATI,Materials,59.305,-0.109,8.66923265201996,1.13429,2526117,US01741R1023,-0.0492868999999999,Earnings
o_7rckCMOKHjRixiKSan36n7,AGILENT TECHNOLOGIES INC,US00846U1016,2023-11-20,data/reports/AGILENT_TECHNOLOGIES_INC/o_7rckCMOKHjRixiKSan36n7_file.pdf,data/reports/AGILENT_TECHNOLOGIES_INC/o_7rckCMOKHjRixiKSan36n7_pages.txt,data/reports/AGILENT_TECHNOLOGIES_INC/o_7rckCMOKHjRixiKSan36n7_blocks.txt,2023-11,2023-11-30,00846U10,"Agilent Technologies, Inc.",A,Health Care,-34.2601,-0.41,10.52758498549,1.5106,2520153,US00846U1016,0.236336,Earnings
o_b3uaxI5k4ofbvB7Gi3viOR,VERIZON COMMUNICATIONS INC,US92343V1044,2024-04-22,data/reports/VERIZON_COMMUNICATIONS_INC/o_b3uaxI5k4ofbvB7Gi3viOR_file.pdf,data/reports/VERIZON_COMMUNICATIONS_INC/o_b3uaxI5k4ofbvB7Gi3viOR_pages.txt,data/reports/VERIZON_COMMUNICATIONS_INC/o_b3uaxI5k4ofbvB7Gi3viOR_blocks.txt,2024-04,2024-04-30,92343V10,Verizon Communications Inc.,VZ,Communication Services,14.3111,1.671,12.0361678540174,0.461893,2090571,US92343V1044,-0.0435409999999999,Earnings
o_dpKcjH3eEaOktLha63PvoX,VERIZON COMMUNICATIONS INC,US92343V1044,2023-07-25,data/reports/VERIZON_COMMUNICATIONS_INC/o_dpKcjH3eEaOktLha63PvoX_file.pdf,data/reports/VERIZON_COMMUNICATIONS_INC/o_dpKcjH3eEaOktLha63PvoX_pages.txt,data/reports/VERIZON_COMMUNICATIONS_INC/o_dpKcjH3eEaOktLha63PvoX_blocks.txt,2023-07,2023-07-31,92343V10,Verizon Communications Inc.,VZ,Communication Services,-15.4296,2.407,11.8710322101403,0.489175,2090571,US92343V1044,-0.066969,Earnings
o_eWeUK24q39ClpldLsBsLhN,VERIZON COMMUNICATIONS INC,US92343V1044,2024-01-23,data/reports/VERIZON_COMMUNICATIONS_INC/o_eWeUK24q39ClpldLsBsLhN_file.pdf,data/reports/VERIZON_COMMUNICATIONS_INC/o_eWeUK24q39ClpldLsBsLhN_pages.txt,data/reports/VERIZON_COMMUNICATIONS_INC/o_eWeUK24q39ClpldLsBsLhN_blocks.txt,2024-01,2024-01-31,92343V10,Verizon Communications Inc.,VZ,Communication Services,-4.1118,1.899,12.0926138633124,0.700151,2090571,US92343V1044,0.142477,Earnings
o_gUGefUHoxKmBgJgvzvtavv,VERIZON COMMUNICATIONS INC,US92343V1044,2023-10-24,data/reports/VERIZON_COMMUNICATIONS_INC/o_gUGefUHoxKmBgJgvzvtavv_file.pdf,data/reports/VERIZON_COMMUNICATIONS_INC/o_gUGefUHoxKmBgJgvzvtavv_pages.txt,data/reports/VERIZON_COMMUNICATIONS_INC/o_gUGefUHoxKmBgJgvzvtavv_blocks.txt,2023-10,2023-10-31,92343V10,Verizon Communications Inc.,VZ,Communication Services,-8.82117,1.821,11.88824740914,0.372332,2090571,US92343V1044,0.10729,Earnings
o_04NI3VGg2GdLtjOguao5Ks,EXXON MOBIL CORP,US30231G1022,2023-07-28,data/reports/EXXON_MOBIL_CORP/o_04NI3VGg2GdLtjOguao5Ks_file.pdf,data/reports/EXXON_MOBIL_CORP/o_04NI3VGg2GdLtjOguao5Ks_pages.txt,data/reports/EXXON_MOBIL_CORP/o_04NI3VGg2GdLtjOguao5Ks_blocks.txt,2023-07,2023-07-31,30231G10,Exxon Mobil Corporation,XOM,Energy,14.4406,1.524,12.9506667997063,1.17857,2326618,US30231G1022,-9.32813e-05,Earnings
o_0SJpGX28xWPLVNWxjGM5tb,EXXON MOBIL CORP,US30231G1022,2024-04-26,data/reports/EXXON_MOBIL_CORP/o_0SJpGX28xWPLVNWxjGM5tb_file.pdf,data/reports/EXXON_MOBIL_CORP/o_0SJpGX28xWPLVNWxjGM5tb_pages.txt,data/reports/EXXON_MOBIL_CORP/o_0SJpGX28xWPLVNWxjGM5tb_blocks.txt,2024-04,2024-04-30,30231G10,Exxon Mobil Corporation,XOM,Energy,1.76498,1.076,13.0641860962258,0.0908559,2326618,US30231G1022,0.0174638,Earnings
o_33utYuaXd8F34pzJJKZPbR,EXXON MOBIL CORP,US30231G1022,2023-01-31,data/reports/EXXON_MOBIL_CORP/o_33utYuaXd8F34pzJJKZPbR_file.pdf,data/reports/EXXON_MOBIL_CORP/o_33utYuaXd8F34pzJJKZPbR_pages.txt,data/reports/EXXON_MOBIL_CORP/o_33utYuaXd8F34pzJJKZPbR_blocks.txt,2023-01,2023-01-31,30231G10,Exxon Mobil Corporation,XOM,Energy,50.9251,0.757,13.0466736534757,0.887339,2326618,US30231G1022,0.0517679,Annual
o_4DNos429VygHBjY5kepoIb,EXXON MOBIL CORP,US30231G1022,2023-01-31,data/reports/EXXON_MOBIL_CORP/o_4DNos429VygHBjY5kepoIb_file.pdf,data/reports/EXXON_MOBIL_CORP/o_4DNos429VygHBjY5kepoIb_pages.txt,data/reports/EXXON_MOBIL_CORP/o_4DNos429VygHBjY5kepoIb_blocks.txt,2023-01,2023-01-31,30231G10,Exxon Mobil Corporation,XOM,Energy,50.9251,0.757,13.0466736534757,0.887339,2326618,US30231G1022,0.0517679,Earnings
o_4bFHItLCTwbsY6eKNuOu22,EXXON MOBIL CORP,US30231G1022,2024-08-02,data/reports/EXXON_MOBIL_CORP/o_4bFHItLCTwbsY6eKNuOu22_file.pdf,data/reports/EXXON_MOBIL_CORP/o_4bFHItLCTwbsY6eKNuOu22_pages.txt,data/reports/EXXON_MOBIL_CORP/o_4bFHItLCTwbsY6eKNuOu22_blocks.txt,2024-08,2024-08-30,30231G10,Exxon Mobil Corporation,XOM,Energy,9.43007,1.392,13.1708317777403,-0.141848,2326618,US30231G1022,0.00247645,Event/Other
o_5nrYzxkj774mCVHbtBsuZN,EXXON MOBIL CORP,US30231G1022,2023-10-27,data/reports/EXXON_MOBIL_CORP/o_5nrYzxkj774mCVHbtBsuZN_file.pdf,data/reports/EXXON_MOBIL_CORP/o_5nrYzxkj774mCVHbtBsuZN_pages.txt,data/reports/EXXON_MOBIL_CORP/o_5nrYzxkj774mCVHbtBsuZN_blocks.txt,2023-10,2023-10-31,30231G10,Exxon Mobil Corporation,XOM,Energy,9.63581,1.103,12.9470422451137,1.04858,2326618,US30231G1022,-0.0997619,Earnings
o_9tfeztNwWI7iZtKUNLaogm,EXXON MOBIL CORP,US30231G1022,2023-10-27,data/reports/EXXON_MOBIL_CORP/o_9tfeztNwWI7iZtKUNLaogm_file.pdf,data/reports/EXXON_MOBIL_CORP/o_9tfeztNwWI7iZtKUNLaogm_pages.txt,data/reports/EXXON_MOBIL_CORP/o_9tfeztNwWI7iZtKUNLaogm_blocks.txt,2023-10,2023-10-31,30231G10,Exxon Mobil Corporation,XOM,Energy,9.63581,1.103,12.9470422451137,1.04858,2326618,US30231G1022,-0.0997619,Event/Other
o_afsIwAlYv3BcBMcc38D5nW,EXXON MOBIL CORP,US30231G1022,2024-11-01,data/reports/EXXON_MOBIL_CORP/o_afsIwAlYv3BcBMcc38D5nW_file.pdf,data/reports/EXXON_MOBIL_CORP/o_afsIwAlYv3BcBMcc38D5nW_pages.txt,data/reports/EXXON_MOBIL_CORP/o_afsIwAlYv3BcBMcc38D5nW_blocks.txt,2024-11,2024-11-29,30231G10,Exxon Mobil Corporation,XOM,Energy,17.5396,1.516,13.1560435037044,-0.18449,2326618,US30231G1022,0.0183990999999999,Earnings
o_bQUN2iWvXxdJaj5n2IR459,EXXON MOBIL CORP,US30231G1022,2024-04-25,data/reports/EXXON_MOBIL_CORP/o_bQUN2iWvXxdJaj5n2IR459_file.pdf,data/reports/EXXON_MOBIL_CORP/o_bQUN2iWvXxdJaj5n2IR459_pages.txt,data/reports/EXXON_MOBIL_CORP/o_bQUN2iWvXxdJaj5n2IR459_blocks.txt,2024-04,2024-04-30,30231G10,Exxon Mobil Corporation,XOM,Energy,1.76498,1.076,13.0641860962258,0.0908559,2326618,US30231G1022,0.0174638,Event/Other
o_cGYLldibJGy53ElTaLR5Q9,EXXON MOBIL CORP,US30231G1022,2023-04-28,data/reports/EXXON_MOBIL_CORP/o_cGYLldibJGy53ElTaLR5Q9_file.pdf,data/reports/EXXON_MOBIL_CORP/o_cGYLldibJGy53ElTaLR5Q9_pages.txt,data/reports/EXXON_MOBIL_CORP/o_cGYLldibJGy53ElTaLR5Q9_blocks.txt,2023-04,2023-04-28,30231G10,Exxon Mobil Corporation,XOM,Energy,27.2495,0.91,13.0723601926869,1.0898,2326618,US30231G1022,0.0791537,Earnings
o_dXbgbxNJvIjvHAueONziu6,EXXON MOBIL CORP,US30231G1022,2024-08-02,data/reports/EXXON_MOBIL_CORP/o_dXbgbxNJvIjvHAueONziu6_file.pdf,data/reports/EXXON_MOBIL_CORP/o_dXbgbxNJvIjvHAueONziu6_pages.txt,data/reports/EXXON_MOBIL_CORP/o_dXbgbxNJvIjvHAueONziu6_blocks.txt,2024-08,2024-08-30,30231G10,Exxon Mobil Corporation,XOM,Energy,9.43007,1.392,13.1708317777403,-0.141848,2326618,US30231G1022,0.00247645,Earnings
o_f3GRE52yXZt6s82t8PW5mB,EXXON MOBIL CORP,US30231G1022,2024-02-01,data/reports/EXXON_MOBIL_CORP/o_f3GRE52yXZt6s82t8PW5mB_file.pdf,data/reports/EXXON_MOBIL_CORP/o_f3GRE52yXZt6s82t8PW5mB_pages.txt,data/reports/EXXON_MOBIL_CORP/o_f3GRE52yXZt6s82t8PW5mB_blocks.txt,2024-02,2024-02-29,30231G10,Exxon Mobil Corporation,XOM,Energy,-3.69034,1.56,12.9407060135581,0.166722,2326618,US30231G1022,0.0261629,Event/Other
o_fzHa2KL5NzZgJBs3RWLVAW,EXXON MOBIL CORP,US30231G1022,2023-12-31,data/reports/EXXON_MOBIL_CORP/o_fzHa2KL5NzZgJBs3RWLVAW_file.pdf,data/reports/EXXON_MOBIL_CORP/o_fzHa2KL5NzZgJBs3RWLVAW_pages.txt,data/reports/EXXON_MOBIL_CORP/o_fzHa2KL5NzZgJBs3RWLVAW_blocks.txt,2023-12,2023-12-29,30231G10,Exxon Mobil Corporation,XOM,Energy,-3.06362,1.712,12.9026501985935,0.200658,2326618,US30231G1022,-0.0268639,Event/Other
o_3NKrCVrbP7AwcXyXjNFSzg,MCKESSON CORP,US58155Q1031,2023-11-01,data/reports/MCKESSON_CORP/o_3NKrCVrbP7AwcXyXjNFSzg_file.pdf,data/reports/MCKESSON_CORP/o_3NKrCVrbP7AwcXyXjNFSzg_pages.txt,data/reports/MCKESSON_CORP/o_3NKrCVrbP7AwcXyXjNFSzg_blocks.txt,2023-11,2023-11-30,58155Q10,McKesson Corporation,MCK,Health Care,18.2727,0.096,11.0148455748996,0.151092,2378534,US58155Q1031,0.0347419,Earnings
o_4Gj5AnR3iac7YL89HlpBTz,REVVITY INC,US7140461093,2024-11-04,data/reports/REVVITY_INC/o_4Gj5AnR3iac7YL89HlpBTz_file.pdf,data/reports/REVVITY_INC/o_4Gj5AnR3iac7YL89HlpBTz_pages.txt,data/reports/REVVITY_INC/o_4Gj5AnR3iac7YL89HlpBTz_blocks.txt,2024-11,2024-11-29,71404610,"Revvity, Inc.",RVTY,Health Care,32.0503,0.984,9.55714766892891,0.770784,2305844,US7140461093,-0.0206593999999999,Quarterly
o_59ncIqWlYTuI8kIe8MxhBN,CENTERPOINT ENERGY INC,US15189T1079,2024-04-30,data/reports/CENTERPOINT_ENERGY_INC/o_59ncIqWlYTuI8kIe8MxhBN_file.pdf,data/reports/CENTERPOINT_ENERGY_INC/o_59ncIqWlYTuI8kIe8MxhBN_pages.txt,data/reports/CENTERPOINT_ENERGY_INC/o_59ncIqWlYTuI8kIe8MxhBN_blocks.txt,2024-04,2024-04-30,15189T10,"CenterPoint Energy, Inc.",CNP,Utilities,-3.85456,0.863,9.83589040545268,0.542853,2440637,US15189T1079,0.022815,Earnings
o_5kRSSjtednLHhzFXylfusW,MCKESSON CORP,US58155Q1031,2024-05-07,data/reports/MCKESSON_CORP/o_5kRSSjtednLHhzFXylfusW_file.pdf,data/reports/MCKESSON_CORP/o_5kRSSjtednLHhzFXylfusW_pages.txt,data/reports/MCKESSON_CORP/o_5kRSSjtednLHhzFXylfusW_blocks.txt,2024-05,2024-05-31,58155Q10,McKesson Corporation,MCK,Health Care,38.0021,-0.107,11.1970726959938,0.0458068,2378534,US58155Q1031,0.0602744,Earnings
